project_code,band_predictions,probabilties
2021.2.00094.S,"[1, 10, 9, 8, 5, 4, 7, 3, 6]","[5.631844435883191e-09, 0.24310696009837773, 0.011464584620326528, 0.00012180480826926646, 0.6291377959751391, 0.11606298712844969, 7.523432583958142e-05, 3.032457300395805e-05, 3.0283875006883836e-07]"
2018.1.00794.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.8271704016436315e-08, 0.26434049310897684, 0.01216864282493341, 0.0004915220620378058, 0.478504265567622, 0.240879730460939, 0.003395082526416381, 0.00021717507111903179, 3.0501062468493363e-06]"
2022.1.01686.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[7.014151923083199e-08, 0.043855437277411535, 0.003551570132622852, 0.00158493863103889, 0.6062736782450088, 0.34299897867617385, 0.0016309324661934576, 0.00010069008184264194, 3.7043481841741306e-06]"
2018.1.00272.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[7.614247840705344e-09, 0.656461013131516, 0.002424590116216285, 0.00010562490150010685, 0.2448182504621187, 0.09363409869991239, 0.002525456731589192, 3.0307391034267656e-05, 6.5095186760564e-07]"
2012.1.00657.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.633642743236965e-10, 0.41093034228260433, 0.0012831920699910152, 2.4180045759066314e-05, 0.4541357537493259, 0.1333467629069274, 0.0002725536649135649, 7.186848579400369e-06, 2.8268534789868216e-08]"
2018.1.00271.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[5.354392235708502e-09, 0.11752357906183428, 0.008401859491658788, 0.00018886833809054966, 0.6492700533294611, 0.22400855383108353, 0.0005462249930408809, 6.0435403903859225e-05, 4.201965395742869e-07]"
2022.1.00406.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.969526301481787e-08, 0.23208618837289796, 0.012362492481433974, 0.0003521899558477164, 0.6236121754984782, 0.1307526203789826, 0.0007694444718620108, 6.325769965293461e-05, 1.5914455805088232e-06]"
2019.1.01768.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.239036350600715e-09, 0.48117248386195755, 0.0009480037239660268, 8.106730332401163e-05, 0.4717029017456546, 0.04594621153220925, 0.0001418998921185251, 7.327014449291465e-06, 1.0268728474069403e-07]"
2015.1.00040.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.520880539006259e-09, 0.4987623897747266, 0.017458475732993795, 0.00017661420386928613, 0.41846809198852264, 0.0573540153828012, 0.007744179495034568, 3.59369647358288e-05, 2.929364413343846e-07]"
2015.1.00627.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.80818486867267e-08, 0.30212379991908556, 0.003692025797179009, 0.000348789585969692, 0.5878873046602502, 0.10388005420085496, 0.0018988384443344392, 0.00016677871268040012, 2.3605977964417577e-06]"
2022.1.00999.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[3.476135510667029e-08, 0.41426830780697393, 0.025191673749627285, 0.0011886906448165919, 0.27742750033676683, 0.2452200118515396, 0.03647057852666632, 0.00023017357040984834, 3.028751846459592e-06]"
2015.1.01510.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.378875315089055e-09, 0.06208177081392883, 0.0017583319225215764, 0.00012568010481310812, 0.8838023913792721, 0.05182912399674173, 0.00037153695294240825, 3.0791198564909094e-05, 3.672523399436007e-07]"
2021.1.01309.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[8.735781132169315e-10, 0.3752643720116485, 0.002071059326898842, 6.268476135924206e-05, 0.49562924991878254, 0.12668988021170657, 0.0002654230890844759, 1.722085766568863e-05, 1.0894926954050503e-07]"
2012.1.00720.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.2635621284450126e-07, 0.4893047325610478, 0.02967917852754092, 0.0013861491366893158, 0.32730980394398224, 0.1412250049725052, 0.010436442019542797, 0.0006381697707516432, 2.019271172945747e-05]"
2013.1.00183.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[6.274938133500916e-09, 0.07028504434406617, 0.001019759412047057, 6.923243176171166e-05, 0.8669734302467689, 0.06143306659338287, 0.00019850147509547654, 2.059809574503097e-05, 3.6112619678042627e-07]"
2021.1.00536.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[1.8195605403718695e-07, 0.14471027762702163, 0.006458134433975532, 0.0010259471989054211, 0.5693159988078552, 0.2773811409286873, 0.000873865868882914, 0.00022859028855042287, 5.862890069410428e-06]"
2022.1.01039.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.5362342732448092e-08, 0.38391306373590867, 0.07050096957721531, 0.00044725382504381847, 0.4192736230589852, 0.11646215472850932, 0.009223463995812592, 0.0001772326514708339, 2.2230647090807995e-06]"
2012.1.00940.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.2239100169816977e-07, 0.26841842244980063, 0.006860454536390047, 0.0006733109197338066, 0.5074078863113172, 0.2118185597904335, 0.004542192171655026, 0.0002706022159505574, 8.449213711226248e-06]"
2013.1.00291.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[4.514027329047352e-09, 0.16092351649993344, 0.004222573990057971, 0.0001604119370845002, 0.7147995331534409, 0.1194342362047493, 0.00043527609622152284, 2.4059811538509795e-05, 3.8779294431345094e-07]"
2016.1.00839.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.0328904100035306e-09, 0.13942233572659163, 0.0006087845780146441, 2.867189582377976e-05, 0.8367800093565845, 0.02285670654784995, 0.00029493430298469317, 8.394254338027267e-06, 1.603049260190494e-07]"
2018.1.01830.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[9.125658082334319e-10, 0.1843337397240034, 0.0037776282977924516, 0.00012381339446482573, 0.6738435334220833, 0.13559963722658594, 0.0023013274841664853, 2.0211016113287283e-05, 1.0852222564783256e-07]"
2016.1.01580.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.0975590498628157e-07, 0.4052645910517924, 0.0022011494570309148, 0.00022846293969654066, 0.5207080498657998, 0.07029335499738511, 0.0012341440699554214, 6.536032310886193e-05, 4.777539323457757e-06]"
2013.1.00885.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[9.24802520932322e-10, 0.4803120677053967, 0.001167321156408881, 4.6667560564152224e-05, 0.4092109725852027, 0.10795581933746937, 0.0012911838012894996, 1.5853942207030488e-05, 1.1298665873798387e-07]"
2022.1.00760.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[7.440382191544103e-10, 0.02774339047567444, 0.000650333279697446, 3.828142310523352e-05, 0.7782655786234078, 0.19318759091995308, 9.747971797158379e-05, 1.7311552783225146e-05, 3.326337075023885e-08]"
2015.1.00302.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.0752721478767182e-09, 0.49490818774938367, 0.007074231306803307, 0.00020662514972329552, 0.4103401963177512, 0.08587252567164817, 0.001582470735178232, 1.5632264429887877e-05, 1.2872980833867035e-07]"
2019.1.01619.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.49241731527667e-08, 0.05573879453954465, 0.0048809745512714605, 0.0003620502962755601, 0.3959832756606912, 0.5417737726584695, 0.0009936435957679137, 0.00026671396035804577, 7.598134545466774e-07]"
2019.1.00102.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.0146907922506743e-08, 0.5552046329616395, 0.015205142189774784, 0.0002501519529588685, 0.3082967631852674, 0.11892730231825131, 0.0020652780014260583, 5.0009250926194904e-05, 7.099928452527111e-07]"
2019.1.01641.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.6121230133098125e-08, 0.3142485452395782, 0.007255142475842736, 0.0010462447248732948, 0.6248478308725086, 0.05127759379810065, 0.0012818131656520515, 4.1631240346009854e-05, 1.1823618674417185e-06]"
2015.1.00676.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.1130387408142741e-05, 0.06087039554708564, 0.04018665070480307, 0.009512862112669662, 0.3600409639954712, 0.5032750525038403, 0.020905898984053973, 0.00490229861541536, 0.00029474714925120606]"
2022.1.01213.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.562971622971451e-09, 0.13015086334359427, 0.0012943219530983925, 5.046550593577293e-05, 0.8049377184558252, 0.06335464096348854, 0.00020521335648081987, 6.657734243823979e-06, 1.1612436154560439e-07]"
2017.1.01562.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[9.40975036159662e-09, 0.03635561306557703, 0.0034724910618139943, 0.000886382778033335, 0.5768158866752396, 0.3786719343151821, 0.003516487000413457, 0.0002800510142736726, 1.1446797181693227e-06]"
2015.1.00475.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[9.817863662869806e-09, 0.014219522865567656, 0.00534881755932112, 0.0016709516029037648, 0.6272975076206428, 0.34757102463072304, 0.0024309487302074557, 0.0014595981287755116, 1.6190439924977843e-06]"
2019.1.00678.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.922848846248789e-06, 0.3926524467348543, 0.03727529707463444, 0.0018848563599545756, 0.4371320124533994, 0.12644736405187018, 0.0038902354837372804, 0.0006804287152135917, 3.5436277486964915e-05]"
2022.1.00931.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.1006700686807433e-09, 0.07014074515014507, 0.0012460955715831946, 0.00011466924018015386, 0.7422464462406387, 0.1855737162273781, 0.0006620369659282028, 1.6097547064442275e-05, 1.919564137102315e-07]"
2016.1.01125.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[5.029375652354575e-10, 0.4816883989771467, 0.00029449183176632625, 7.016948713829689e-06, 0.4911859101680478, 0.02663100758150482, 0.00018960996559607107, 3.5196829894113903e-06, 4.434129838555557e-08]"
2018.1.01684.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[9.564097466109096e-10, 0.5478441496735574, 0.0011903204806287344, 5.361931555011834e-05, 0.41653194182573505, 0.03409436622984436, 0.0002754991612666193, 9.987929299100436e-06, 1.1442770332141858e-07]"
2016.1.00803.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.5936863669569477e-07, 0.021351937998324067, 0.0035116662973950284, 0.0008203084263633596, 0.6323918294932878, 0.33900098383778904, 0.0024667962900305107, 0.0004490319008205405, 7.286387355868289e-06]"
2015.1.01047.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.588777283938231e-09, 0.47260897525175893, 0.0009648189526150687, 0.00011716506304100514, 0.3292558564399834, 0.19668833583102246, 0.00035119427946545565, 1.3552976880415527e-05, 9.761645438823386e-08]"
2019.1.01266.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.1398247607524834e-09, 0.38560646623869155, 0.0005815675197005592, 3.221941033067869e-05, 0.5744077056663424, 0.03907033097382022, 0.0002785553461695379, 2.290083280509222e-05, 2.5087231714236126e-07]"
2018.1.01035.T,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.884704008804019e-09, 0.03783883756881072, 0.007527593205147658, 0.0002214919242934524, 0.5438131595468035, 0.4103193512627058, 0.0002562281439163169, 2.2487213135459148e-05, 8.462504778806076e-07]"
2019.2.00014.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[9.810390656622125e-10, 0.5576808788599654, 0.0012695944871937096, 3.0184320083351064e-05, 0.38658242258216563, 0.05355228925611445, 0.0008673154475761808, 1.7206524459526197e-05, 1.0754139626612557e-07]"
2016.1.00907.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[1.4132201532844108e-08, 0.02280917827750092, 0.0018986684672721431, 0.00016306048326865708, 0.7410894307441004, 0.2330212024224981, 0.0008414822377213491, 0.0001760074094454979, 9.558259918050292e-07]"
2012.1.00501.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.7800123721629025e-10, 0.1739412241263014, 0.0027556145095409524, 3.5639043931925415e-05, 0.6146238432147708, 0.20828565392066503, 0.00034326732112752, 1.4704944932775063e-05, 5.254072204519898e-08]"
2011.0.00474.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[5.4197251560597415e-09, 0.6510561326399222, 0.0011878171696620141, 6.386472616087612e-05, 0.28664170613637463, 0.06045596679461209, 0.000581539537143041, 1.2642273847296881e-05, 3.2530255097953253e-07]"
2013.1.00279.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.714650294366338e-09, 0.570820732238537, 0.009314925192184558, 0.00020700164237715123, 0.3033498949226373, 0.11350092900728051, 0.0027236261809591815, 8.209424962183865e-05, 7.928517488153668e-07]"
2011.0.00471.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.0079317817942773e-09, 0.5328525257318429, 0.001806930114228215, 7.015488564090468e-05, 0.3931153303362794, 0.0714240582416045, 0.000705943628683579, 2.4804355724658e-05, 2.5169805890135995e-07]"
2015.1.00815.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.9041117537729336e-10, 0.06540814934534006, 0.000577791834879189, 1.9202423664462043e-05, 0.7909026614768689, 0.14302264479118704, 6.366717908806381e-05, 5.8563823710651e-06, 2.627619340760785e-08]"
2011.0.00619.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.756881991202525e-08, 0.027472100932451067, 0.0028399101341528656, 0.00014355434947154846, 0.7272283263286148, 0.24151948024088296, 0.0006599447491883863, 0.00013471027584441644, 1.9454205780638162e-06]"
2017.1.00293.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.8806535585628232e-10, 0.20980388862859523, 0.0023723831558302684, 2.3855532357730748e-05, 0.6843757171298471, 0.10320952998937198, 0.00020656165708998414, 8.040300614805243e-06, 2.3418224367060107e-08]"
2017.A.00054.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[1.1116162290216757e-07, 0.3273202112276594, 0.0014144764179167943, 0.00011270689976278303, 0.5871794485209163, 0.08243428229042626, 0.00146676712048728, 6.931817308045125e-05, 2.6781881248673166e-06]"
2015.1.01188.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[1.3888915398483044e-08, 0.07864293191329308, 0.0047491341650245265, 0.0005039853116489838, 0.7514909378641532, 0.16419363437644185, 0.00037951248742563255, 3.916399794265364e-05, 6.85995155011515e-07]"
2018.1.00192.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.0632288826991863e-08, 0.18356808378612338, 0.0035238579888603565, 0.0001202787856442547, 0.694433647435135, 0.1174858703178563, 0.0008199551693857404, 4.786442072864128e-05, 4.3146397804836474e-07]"
2015.1.01273.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.905769252960251e-09, 0.22801759279436395, 0.0011485411091729635, 6.387875235423324e-05, 0.7582710163944091, 0.012358074541510607, 0.00013495556659432254, 5.848099487971074e-06, 9.083633562997873e-08]"
2021.1.01474.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.0146876756644273e-10, 0.16516001025654828, 0.0008150434210774804, 1.3745830156136272e-05, 0.7364755333849492, 0.09746487824892036, 6.879724920100739e-05, 1.972319753350272e-06, 1.9087930646192184e-08]"
2012.1.00193.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.6999365695408146e-11, 0.07039793048380306, 0.0010547505556123195, 1.2827397070187143e-05, 0.7952388280337989, 0.13323429803468412, 5.862168839559633e-05, 2.736923599435099e-06, 6.846037660813818e-09]"
2022.1.00761.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.0140474524986762e-07, 0.41849349547596554, 0.034409406237225694, 0.0008247939920882559, 0.45681503651572014, 0.08238767452182894, 0.006717850815085881, 0.0003424905097819732, 9.05052755518404e-06]"
2018.1.01449.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.3603001723590582e-08, 0.23714870439233812, 0.003720189810739174, 0.0003583061998736225, 0.6069461286344255, 0.151297683488672, 0.0004969147287756971, 3.1388569172580356e-05, 6.705730026019212e-07]"
2016.1.00063.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.8796490911646121e-10, 0.4393612590901619, 0.000529957271234083, 2.3891108042621892e-05, 0.48512212048805087, 0.07451367983411297, 0.00044560616581112804, 3.459779840483461e-06, 2.6074784532778388e-08]"
2013.1.00922.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.3355920454640476e-07, 0.5310451546108671, 0.04098577019215464, 0.0011558530749246666, 0.2449984714351573, 0.14424216687668534, 0.03726468969772925, 0.0002944846213134597, 1.3175931961781595e-05]"
2011.0.00656.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.3510193057290108e-08, 0.27365578851854544, 0.005959651340469795, 0.00040358652655509997, 0.500806707430172, 0.21818426885477157, 0.0009567161384386183, 3.243466791600227e-05, 8.330129387038882e-07]"
2022.1.00898.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.2454430076965712e-09, 0.2086374425812003, 0.0015403709019594445, 3.073839040911618e-05, 0.7085904894865992, 0.0810851556446997, 0.00010782244352880782, 7.889567466370186e-06, 8.973869176919839e-08]"
2018.1.01037.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[1.0069502383914706e-08, 0.035459609004754575, 0.007886961072092538, 0.0010796688936748804, 0.5486330224233644, 0.4063483422239723, 0.0005050918399797889, 8.664150420263473e-05, 6.529684555824044e-07]"
2013.1.00039.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[2.6662587843850415e-08, 0.2872731583082916, 0.006241560093696659, 0.0005782898980298517, 0.4130177709835983, 0.2673233996362285, 0.02523365853068491, 0.0003292002888290554, 2.9355980515735948e-06]"
2016.1.00852.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.4068853374744507e-09, 0.3011454261616008, 0.007479120739313261, 0.00012592006655127473, 0.5833407830254965, 0.10654429727285544, 0.0013488988109715164, 1.5310067590625595e-05, 2.4244873296347166e-07]"
2015.1.01355.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[8.484736036744714e-09, 0.5945753695637443, 0.007856571959152776, 0.00039651223918058036, 0.34939950607148507, 0.04441411447505313, 0.0033194261975521707, 3.776508530313625e-05, 7.259237884996657e-07]"
2017.1.01552.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.2500278518361884e-09, 0.06779567373341153, 0.001690936912895435, 2.0363753384802465e-05, 0.7005027612781451, 0.22986865260539815, 0.00010620362115689694, 1.5335780796559628e-05, 7.106478409357575e-08]"
2019.1.00847.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.2987690024367465e-10, 0.04948480888696029, 0.0019197928957399005, 4.6017746787311396e-05, 0.7661439183097463, 0.18233158556820606, 6.671570910677703e-05, 7.146073436044266e-06, 1.4680137433372531e-08]"
2023.1.00394.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[7.848418657810793e-10, 0.05472219944701707, 0.0014678401048854963, 3.370588564640061e-05, 0.6624202315776508, 0.28088025903322067, 0.0004338052839594295, 4.185610128159353e-05, 1.0178149990028279e-07]"
2017.1.00471.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.8029858989403113e-09, 0.42284488375950763, 0.004847532311571301, 0.0001349276874499886, 0.45830481461818223, 0.11270281875468949, 0.0011520151946181865, 1.279212846512753e-05, 2.1374253323305607e-07]"
2015.1.01520.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.118332003828351e-07, 0.4662683366515897, 0.00821637055279213, 0.0006211424749757867, 0.3771958374892079, 0.14554737582007504, 0.0019447352089600402, 0.00019222651980285266, 1.3663449395986023e-05]"
2013.1.00091.S,"[1, 10, 9, 5, 8, 3, 4, 6, 7]","[2.7226491413804955e-06, 0.13179110951279854, 0.15238174721819533, 0.009797949211653011, 0.2577972097678811, 0.4290498313524579, 0.016083878002723474, 0.003000690040935393, 9.486224420686926e-05]"
2021.1.00447.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.637476904825435e-08, 0.39471072293846765, 0.014011256132514603, 0.00026484437929985793, 0.40220663866654877, 0.17864309740776863, 0.01008116301519811, 8.101451701396989e-05, 1.2465684183447603e-06]"
2018.1.01288.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[7.156922115041882e-09, 0.12050801270741206, 0.0029392820556773053, 0.00023531880110402154, 0.7520945308971978, 0.12337737132218105, 0.0008041087512657856, 4.0909870940098725e-05, 4.58437300306497e-07]"
2016.1.01072.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.562050520251758e-09, 0.5186903712913314, 0.00979015757252735, 0.000358983722523182, 0.37165678224657667, 0.09674442593255708, 0.002730661271047246, 2.8228296779148923e-05, 3.8310460988757965e-07]"
2013.1.00025.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.640463659923544e-09, 0.05342651869208016, 0.003058113828304817, 8.198738031650926e-05, 0.6815086778323882, 0.26111131690864714, 0.0007609814396178273, 5.198697024225386e-05, 4.1030794283228057e-07]"
2018.1.01852.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.0878708307740362e-07, 0.5389990934047914, 0.024538057083628266, 0.0005374638901314466, 0.30973546981387995, 0.11479933045353495, 0.011263053304070353, 0.00012251132145865357, 4.91194142141567e-06]"
2013.1.01268.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.1714113917801255e-07, 0.04182970103709087, 0.013801937302501783, 0.0008755456782885325, 0.4286564783454491, 0.5130591001470826, 0.0014595345219465315, 0.0003091220420388194, 8.463784463407597e-06]"
2018.1.00331.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.6011174560290872e-09, 0.3343829887537031, 0.004832348694758914, 9.3557646630833e-05, 0.41060717384207057, 0.2496443328885625, 0.0004087143063050353, 3.0695006124758005e-05, 1.8726073206769448e-07]"
2018.1.00326.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.7671445314038002e-07, 0.5024819219538633, 0.01193209625039723, 0.0008885966457796476, 0.34681413490649055, 0.13378642629699328, 0.0038903629526688605, 0.0001982877189271583, 7.996560430014292e-06]"
2013.1.01222.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[2.581475324880724e-08, 0.2039985530320482, 0.008747338639965735, 0.0024232101842608786, 0.5025057980852434, 0.27675785981196743, 0.005311640811851201, 0.0002526713654626898, 2.902254443960714e-06]"
2019.1.01559.S,"[1, 10, 5, 9, 8, 4, 7, 3, 6]","[3.8330685467898125e-08, 0.30047986368694773, 0.007938526967809471, 0.0004402333822598477, 0.5235255786192723, 0.1610730171452759, 0.005832518467113865, 0.0007057209303108483, 4.502470323428846e-06]"
2016.A.00021.T,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[5.325147654300325e-08, 0.051523220570352364, 0.00789812804871911, 0.0007205125382669199, 0.5431458805513066, 0.3944660475006578, 0.001940907108092693, 0.00030197116436393365, 3.2792667628451716e-06]"
2013.1.00999.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[9.08860271789625e-08, 0.38114412541219905, 0.010560373101139697, 0.000444183059878575, 0.5332143626747045, 0.07128456055165784, 0.003224676562467406, 0.00012434344324339003, 3.2843086803289408e-06]"
